Date,Biomass,Hydropower,Wind_offshore,Wind_onshore,Photovoltaics,Other_renewable,Nuclear,Lignite,Hard_coal,Fossil_gas,Hydro_pumped_generation,Other_conventional,Grid_load,Grid_load_incl._hydro_pumped_storage,Hydro_pumped_storage,Residual_load,Total_generation,Renewables_total,Renewables_share,Residual_load_ratio,Fossil_total,Net_balance
2015-01-01,96341.25,27463.0,12508.5,298791.75,17080.25,2148.5,251485.25,314599.0,60725.25,23806.0,23683.5,134117.0,1096852.8,1122748.2,25895.5,768472.25,1262749.25,454333.25,0.35979688762436407,0.700615661463416,533247.25,165896.44999999995
2015-01-02,96247.25,27087.75,10329.25,591620.75,7759.0,2904.0,218435.5,257344.0,83617.25,29919.25,25524.75,148762.0,1288914.8,1316139.8,27225.0,679205.75,1499550.75,735948.0,0.49077898830699795,0.5269593847475411,519642.5,210635.94999999995
2015-01-03,95923.75,31135.75,12119.5,457043.5,7234.75,3245.0,245251.5,296727.5,60999.25,29790.75,26328.75,139297.0,1213309.5,1238003.8,24694.25,736911.75,1405097.0,606702.25,0.43178673785510896,0.607356779123546,526814.5,191787.5
2015-01-04,96885.0,42212.25,11538.5,379029.5,19982.5,3247.0,251627.75,287900.5,47224.5,21470.75,26499.25,132493.75,1177896.0,1202337.8,24441.75,767345.5,1320111.25,552894.75,0.41882436044689414,0.6514543728818164,489089.5,142215.25
2015-01-05,96449.0,38092.5,7745.5,219623.5,26522.25,3217.75,267081.0,405171.25,177046.75,35151.75,25738.5,207876.0,1425927.5,1451660.8,25733.25,1172036.2,1509715.75,391650.5,0.2594200265844746,0.8219465575914624,825245.75,83788.25
2015-01-06,94510.5,36153.0,6887.75,102706.75,32887.25,3246.25,273756.0,423603.75,259151.75,42873.25,19500.75,217470.5,1434875.0,1457167.8,22292.75,1292393.2,1512747.5,276391.5,0.1827082840989656,0.9007008972907047,943099.25,77872.5
2015-01-07,95730.5,35462.5,10693.25,210599.0,17114.75,3265.5,274628.5,432580.25,259317.75,56351.25,26789.75,225419.5,1548897.0,1563860.5,14963.5,1310490.0,1647952.5,372865.5,0.22625985882481442,0.8460795004445099,973668.75,99055.5
2015-01-08,95878.75,35839.25,12334.75,420530.25,8598.25,3004.0,272119.25,398987.0,223824.0,38659.5,30748.25,189578.0,1573448.5,1594302.0,20853.5,1131985.2,1730101.25,576185.25,0.33303556656004957,0.7194294570175,851048.5,156652.75
2015-01-09,97246.5,36483.5,8800.25,635351.75,6823.75,2994.25,265038.0,332049.25,120109.25,39516.0,32508.75,153610.25,1551795.5,1570288.2,18492.75,900819.75,1730531.5,787700.0,0.4551780767931702,0.5805015867103623,645284.75,178736.0
2015-01-10,97423.5,44021.25,6504.75,624062.5,20475.0,3190.75,260759.5,220411.25,46806.25,21427.5,27274.75,139439.5,1330121.5,1352037.2,21915.75,679079.25,1511796.5,795677.75,0.5263127345512442,0.5105392627665969,428084.5,181675.0
2015-01-11,97019.5,43132.75,9552.25,620424.5,19811.25,3252.5,245074.0,184685.5,39772.0,18218.0,21749.25,137690.25,1245315.5,1269080.2,23764.75,595527.5,1440381.75,793192.75,0.5506823104361048,0.4782141553686596,380365.75,195066.25
2015-01-12,97835.25,41993.0,11670.5,621972.25,11025.0,3156.75,260996.0,319847.75,116508.5,33819.75,25220.0,24344.0,1572223.0,1594650.0,22427.0,927555.25,1568388.75,787652.75,0.5022050496090334,0.5899641781095939,494520.0,-3834.25
2015-01-13,97231.0,40001.25,8940.75,508998.75,50283.75,2135.5,266823.25,349167.75,165980.25,37937.5,27453.0,23065.25,1557794.2,1574653.2,16859.0,989571.0,1578018.0,707591.0,0.4484048977895056,0.6352385957015375,576150.75,20223.800000000047
2015-01-14,96694.0,39135.0,8974.5,400045.75,18106.0,3017.0,269735.5,397912.0,217210.0,35094.5,28666.5,24753.0,1554254.2,1575571.2,21317.0,1127128.0,1539343.75,565972.25,0.36767112608863356,0.7251889684454448,674969.5,-14910.449999999953
2015-01-15,97259.75,39645.75,12271.25,536748.75,17155.0,3321.25,264059.0,380706.75,174614.5,36535.5,29153.0,145820.0,1580828.8,1604449.8,23621.0,1014653.75,1737290.5,706401.75,0.40661118563648396,0.6418492312387021,737676.75,156461.69999999995
2015-01-16,96885.25,39171.25,10403.25,257051.5,22817.75,3271.0,268893.0,413406.75,241881.5,36610.25,28506.75,200534.25,1534068.8,1552831.5,18762.75,1243796.2,1619432.5,429600.0,0.2652781144011868,0.8107825411741637,892432.75,85363.69999999995
2015-01-17,97477.75,39532.75,11518.5,122733.0,21405.5,3225.5,270262.0,430839.75,229075.0,30315.25,27817.75,162602.5,1329000.8,1350803.2,21802.5,1173343.8,1446805.25,295893.0,0.20451474032182285,0.8828766694497099,852832.5,117804.44999999995
2015-01-18,97890.5,38584.5,5238.5,126265.0,31259.0,3364.5,265666.5,424949.75,203581.75,35578.0,24383.75,151311.75,1243108.8,1265920.5,22811.75,1080346.2,1408073.5,302602.0,0.21490497477581957,0.8690680976596739,815421.25,164964.69999999995
2015-01-19,97017.5,39067.75,481.25,32878.5,23682.0,3308.5,273062.25,454009.25,276538.5,79073.75,29304.0,241982.0,1559946.0,1576548.8,16602.75,1502904.2,1550405.25,196435.5,0.126699454868332,0.9634334778255145,1051603.5,-9540.75
2015-01-20,97555.75,41197.25,1281.75,15892.0,10790.75,3259.5,273777.25,469374.75,287675.25,93643.75,35436.0,258606.25,1595471.5,1614518.8,19047.25,1567507.0,1588490.25,169977.0,0.10700537821997963,0.9824725794224466,1109300.0,-6981.25
2015-01-21,97672.0,42070.0,2322.25,45236.5,22120.75,3344.75,273968.75,455153.75,299765.0,92048.5,29634.5,251168.5,1594371.8,1615173.8,20802.0,1524692.2,1614505.25,212766.25,0.13178417970458753,0.9562965175375028,1098135.75,20133.449999999953
2015-01-22,97424.75,40761.5,1289.0,63024.5,12118.0,3343.75,274210.5,440998.5,320655.5,87350.5,36052.0,246308.75,1605934.0,1626908.0,20974.0,1529502.5,1623537.25,217961.5,0.13425100040051438,0.95240682369263,1095313.25,17603.25
2015-01-23,96673.75,39414.0,4399.0,31449.0,7013.0,3329.75,274205.25,443102.25,330013.25,73693.25,35249.5,235487.5,1580198.0,1600035.0,19837.0,1537337.0,1574029.5,182278.5,0.11580373811291339,0.9728761838706289,1082296.25,-6168.5
2015-01-24,96977.0,36880.75,11741.25,142059.0,9833.5,3314.5,272426.75,440764.25,254449.0,38135.25,23025.0,167761.5,1391848.5,1411224.2,19375.75,1228214.8,1497367.75,300806.0,0.2008898615587253,0.8824342591884102,901110.0,105519.25
2015-01-25,97662.75,33328.75,8604.25,107670.75,11570.0,3198.25,267070.25,430662.25,224340.25,34158.75,23280.75,162787.0,1265055.8,1283078.2,18022.5,1137210.8,1404334.0,262034.75,0.18659004909088578,0.8989412166641187,851948.25,139278.19999999995
2015-01-26,98079.5,33015.25,14427.25,204852.0,10595.0,3306.25,272757.0,416757.0,304283.5,57466.5,29058.25,234396.75,1581008.0,1597365.8,16357.75,1351133.8,1678994.25,364275.25,0.21696039161539712,0.8546027597583314,1012903.75,97986.25
2015-01-27,98047.25,34890.0,11132.25,266563.75,17572.5,3150.75,272870.25,394732.5,293353.0,50365.25,26024.5,240059.0,1592247.2,1610429.8,18182.5,1296978.8,1708761.0,431356.5,0.2524381701127308,0.814558694152516,978509.75,116513.80000000005
2015-01-28,97333.0,35021.75,13715.0,412118.25,16580.0,3223.75,271213.25,375403.5,261068.0,49441.0,25567.5,198105.0,1613410.8,1631835.5,18424.75,1170997.5,1758790.0,577991.75,0.32863033676561726,0.7257900467754399,884017.5,145379.19999999995
2015-01-29,97147.25,35600.0,10958.25,405875.0,27782.5,3091.0,270379.5,361412.5,236926.25,46946.0,35334.25,202850.0,1596585.2,1619049.0,22463.75,1151969.5,1734302.5,580454.0,0.33469017083236635,0.7215208433599409,848134.75,137717.30000000005
2015-01-30,97001.0,37945.5,1614.75,88741.5,13462.75,3310.5,264953.5,431751.25,305659.25,58158.75,32714.0,236388.0,1562849.2,1584589.5,21740.25,1459030.2,1571700.75,242076.0,0.15402168638018401,0.9335706861544927,1031957.25,8851.550000000047
2015-01-31,96732.5,36429.25,1974.5,131315.25,20211.75,3370.0,249181.25,415167.0,265512.25,42136.5,24233.75,190122.25,1345132.2,1361873.8,16741.5,1191630.8,1476386.25,290033.25,0.19644808396176813,0.8858837815346329,912938.0,131254.05000000005
2015-02-01,98474.75,32457.0,6004.0,114063.25,24681.0,3440.25,271631.25,422167.0,203939.75,39756.0,20531.75,155978.5,1250357.0,1270570.8,20213.75,1105608.8,1393124.5,279120.25,0.20035556764668197,0.8842345026260501,821841.25,142767.5
2015-02-02,98447.25,32058.75,8150.75,189803.5,20266.75,3406.75,273117.75,437696.75,294568.0,59962.25,28659.5,233172.25,1592531.0,1609208.8,16677.75,1374310.0,1679310.25,352133.75,0.20968951389417173,0.8629722121578794,1025399.25,86779.25
2015-02-03,98246.75,33587.25,7582.25,93829.75,27528.5,3382.0,271976.5,432664.25,330503.25,90401.25,25083.25,242037.25,1620916.5,1639237.8,18321.25,1491976.0,1656822.25,264156.5,0.15943563046669612,0.9204521022520284,1095606.0,35905.75
2015-02-04,97879.75,34923.75,2774.25,38859.5,31950.25,3332.0,273548.5,418455.25,349316.25,105697.0,24115.0,248121.75,1626316.2,1642986.2,16670.0,1552732.2,1628973.25,209719.5,0.12874336641194079,0.9547541861785549,1121590.25,2657.0500000000466
2015-02-05,97081.25,33822.75,5602.0,112927.75,29039.0,3410.0,272496.5,419037.0,339374.25,87585.5,31225.0,245107.75,1623523.2,1639476.0,15952.75,1475954.5,1676708.75,281882.75,0.16811670482425764,0.909105887738469,1091104.5,53185.55000000005
2015-02-06,96877.0,32300.5,1745.25,172794.5,46342.0,3428.25,272426.5,425162.25,320107.25,62735.25,30115.0,230200.5,1597303.0,1614342.5,17039.5,1376421.2,1694234.25,353487.5,0.20864145557203792,0.8617157796610913,1038205.25,96931.25
2015-02-07,97028.25,31498.75,13894.5,251384.0,46831.25,3102.5,266636.25,370363.75,197408.75,54030.0,27405.5,159861.25,1395147.2,1413342.2,18195.0,1083037.5,1519444.75,443739.25,0.29204039830997475,0.7762890539435552,781663.75,124297.55000000005
2015-02-08,97401.0,29634.5,15964.0,396206.5,52428.5,2788.5,244010.25,305876.0,108919.25,46476.0,22993.5,146572.5,1281069.0,1310176.5,29107.5,816470.0,1469270.5,594423.0,0.4045701591367961,0.6373349132638445,607843.75,188201.5
2015-02-09,96572.25,28714.5,17228.25,371386.0,15048.75,3144.5,270421.5,376337.5,238943.0,60929.25,27364.25,213573.25,1595861.8,1617299.2,21437.5,1192198.8,1719663.0,532094.25,0.3094177463840299,0.7470564180432165,889783.0,123801.19999999995
2015-02-10,97645.75,30728.75,10610.0,143115.5,24127.0,3334.75,272096.75,424264.5,323071.75,73138.75,22320.0,235290.5,1599749.5,1615662.0,15912.5,1421897.0,1659744.0,309561.75,0.18651174518479957,0.8888247816298739,1055765.5,59994.5
2015-02-11,97220.5,30882.75,760.75,26261.75,28009.5,3273.25,272679.25,425961.0,363684.0,84644.25,28984.5,245278.75,1594669.2,1609012.8,14343.5,1539637.2,1607640.25,186408.5,0.11595162537141006,0.9654900213787285,1119568.0,12971.050000000047
2015-02-12,96953.0,31503.25,824.75,22821.25,40587.0,3394.75,272747.5,427596.75,371705.5,68828.25,34890.5,240071.5,1593174.5,1609373.8,16199.25,1528941.5,1611924.0,196084.0,0.12164593367925534,0.9596823825638685,1108202.0,18749.5
2015-02-13,96844.25,32145.75,8094.0,83745.75,64533.0,3379.0,272253.25,425306.75,339556.0,56802.0,28420.0,233986.25,1562459.0,1576929.0,14470.0,1406086.2,1645066.0,288741.75,0.17551985756194585,0.8999187818688362,1055651.0,82607.0
2015-02-14,97068.5,29681.25,10480.75,106553.0,67186.0,3372.0,271013.25,398623.0,263928.25,44114.0,25967.0,179617.0,1347657.5,1373692.8,26035.25,1163437.8,1497604.0,314341.5,0.20989627431550664,0.8633037696892571,886282.25,149946.5
2015-02-15,96376.75,27404.5,17464.25,181931.0,60939.25,2814.75,269052.75,380060.0,182137.25,38659.0,17545.25,148541.25,1242427.5,1265493.8,23066.25,982093.0,1422926.0,386930.5,0.2719259469571854,0.7904630250054833,749397.5,180498.5
2015-02-16,95810.75,27673.25,12911.25,196276.25,60863.0,2775.5,266339.25,386119.75,305146.0,53211.75,22502.5,213222.75,1512297.8,1532250.2,19952.5,1242247.2,1642852.0,396310.0,0.24123292907699537,0.821430276497129,957700.25,130554.19999999995
2015-02-17,95982.25,30202.0,4633.5,62855.5,40311.25,3039.0,270188.25,418857.0,344595.75,65219.0,34787.25,240480.5,1581008.0,1598066.0,17058.0,1473207.8,1611151.25,237023.5,0.1471143693057992,0.9318155252851346,1069152.25,30143.25
2015-02-18,95458.25,32459.0,15271.25,112829.5,40083.75,3252.25,265235.5,422642.5,352509.5,61446.5,25792.25,233089.5,1589465.0,1608214.0,18749.0,1421280.5,1660069.75,299354.0,0.18032615798221732,0.8941879814906274,1069688.0,70604.75
2015-02-19,95072.25,32608.75,17781.25,221703.5,62936.75,3225.5,269745.75,404669.25,320790.75,59248.25,30235.75,223687.5,1595995.8,1614609.5,18613.75,1293574.2,1741705.25,433328.0,0.24879525396159885,0.8105122833030011,1008395.75,145709.44999999995
2015-02-20,95272.5,29757.25,12337.0,320161.75,79745.5,3012.5,266023.75,381130.0,276530.5,55250.75,21711.5,182648.0,1557110.2,1579669.2,22559.0,1144866.0,1723581.0,540286.5,0.31346742624802665,0.7352504658950921,895559.25,166470.80000000005
2015-02-21,95416.0,27946.25,4134.5,274206.25,49620.25,2371.0,262397.25,315799.25,222901.0,34447.0,30717.75,165255.75,1335687.2,1356719.0,21031.75,1007726.25,1485212.25,453694.25,0.3054743522348405,0.7544627589453579,738403.0,149525.05000000005
2015-02-22,95626.25,28054.0,14439.0,135206.75,52145.75,2413.0,261822.25,363470.5,195215.75,33650.25,23431.25,166883.5,1238835.2,1255863.0,17027.75,1037043.75,1372358.25,327884.75,0.2389206681272911,0.8371119499994835,759220.0,133523.05000000005
2015-02-23,95516.25,28641.75,16934.75,354994.75,28046.25,2442.5,261923.25,360109.0,253738.75,53687.5,32132.75,198405.25,1571784.2,1591508.0,19723.75,1171808.5,1686572.75,526576.25,0.31221674250339926,0.745527598508752,865940.5,114788.55000000005
2015-02-24,95486.25,32121.5,18267.5,301874.25,50806.0,2429.0,265700.0,398854.25,283582.5,43762.75,25534.25,204075.0,1584692.8,1607012.0,22319.25,1213745.0,1722493.25,500984.5,0.29084845470366866,0.7659181640757123,930274.5,137800.44999999995
2015-02-25,95745.5,31560.0,7703.0,107150.75,72248.25,2425.0,266781.0,419474.75,302799.0,54238.5,25690.75,239301.5,1563406.5,1582160.2,18753.75,1376304.5,1625118.0,316832.5,0.19495968908103903,0.8803241511404744,1015813.75,61711.5
2015-02-26,95407.5,31472.25,10017.0,158760.75,106263.0,2465.25,267122.5,431258.75,303458.5,44370.5,28883.25,214236.0,1561393.2,1583975.8,22582.5,1286352.5,1693715.25,404385.75,0.23875663279290896,0.823849175210959,993323.75,132322.05000000005
2015-02-27,94913.5,30837.25,5551.75,136599.0,65844.25,2534.75,267743.25,429540.75,320660.25,43079.25,35341.5,223579.75,1548504.5,1563356.8,14852.25,1340509.5,1656225.25,336280.5,0.20304031713077675,0.8656800803614068,1016860.0,107720.75
2015-02-28,95468.5,31476.75,15598.5,177401.75,82592.5,2506.0,261691.75,428260.5,177809.25,39984.5,23632.0,153534.5,1332163.8,1348547.0,16383.25,1056571.0,1489956.5,405044.0,0.27184954728544086,0.7931239386627981,799588.75,157792.69999999995
2015-03-01,96327.75,29791.5,19627.0,434905.25,36689.25,1912.25,243303.75,372489.75,61450.5,37809.25,26811.25,156072.25,1234739.0,1257324.8,22585.75,743517.5,1517189.75,619253.0,0.4081579116916655,0.602165720852747,627821.75,282450.75
2015-03-02,96179.75,32811.0,18369.25,483546.25,65600.25,2168.75,263067.75,406073.0,171471.0,49582.0,32483.75,164171.75,1527631.8,1553875.5,26243.75,960116.0,1785524.5,698675.25,0.39129972733502116,0.6284996162033285,791297.75,257892.69999999995
2015-03-03,95826.0,36694.75,15562.5,423001.75,101145.5,2540.5,261889.25,400688.25,186193.5,47628.75,30890.25,172452.5,1561668.8,1586661.2,24992.5,1021959.0,1774513.5,674771.0,0.380256898580935,0.6544018808597571,806963.0,212844.69999999995
2015-03-04,95813.75,34798.0,18913.75,362957.25,70461.0,2737.75,264458.5,434514.25,217247.0,43562.75,28395.75,173240.5,1572267.5,1589374.2,17106.75,1119935.5,1747100.25,585681.5,0.3352306199944737,0.7123059530264411,868564.5,174832.75
2015-03-05,95492.0,34738.5,11666.0,161206.0,68652.5,2936.0,265961.75,438038.75,311562.5,42947.75,31322.75,210794.75,1562429.2,1583596.2,21167.0,1320904.8,1675319.25,374691.0,0.22365349171508656,0.8454173795523023,1003343.75,112890.05000000005
2015-03-06,95660.25,35833.75,16065.0,119917.25,65593.75,3095.5,265357.5,426124.5,328365.5,40170.5,34283.5,203996.25,1530533.0,1547185.8,16652.75,1328957.0,1634463.25,336165.5,0.20567333037313626,0.8682968612894985,998656.75,103930.25
2015-03-07,95455.5,33823.5,20235.0,242499.5,114555.75,2186.75,248187.75,396709.25,158838.0,29638.75,25718.75,137104.75,1308026.8,1330577.5,22550.75,930736.5,1504953.25,508756.0,0.3380543548445774,0.7115576683902807,722290.75,196926.44999999995
2015-03-08,95487.5,31295.5,18338.75,190871.75,134966.5,1923.25,234835.75,402762.5,113141.75,29992.5,19062.5,133404.75,1175447.0,1202245.0,26798.0,831270.0,1406083.0,472883.25,0.3363124723078225,0.7071947948312429,679301.5,230636.0
2015-03-09,95469.25,31024.25,8102.25,64613.5,118812.25,2207.5,238260.5,424122.0,299322.25,40696.25,31140.75,213553.25,1480349.2,1496202.5,15853.25,1288821.2,1567324.0,320229.0,0.20431576368383308,0.8706197159426978,977693.75,86974.80000000005
2015-03-10,95487.25,31943.75,16433.5,128493.75,97028.75,2192.75,239012.75,417759.25,334352.0,37159.5,22352.75,214986.75,1525742.0,1545829.8,20087.75,1283786.0,1637202.75,371579.75,0.22696013062523868,0.8414174873602484,1004257.5,111460.75
2015-03-11,95021.0,31882.25,5509.75,124819.0,114653.25,2015.0,240035.5,416777.75,314527.75,49298.25,22891.0,211665.5,1520659.2,1541584.2,20925.0,1275677.2,1629096.0,373900.25,0.22951394515731424,0.838897499189825,992269.25,108436.80000000005
2015-03-12,93280.75,31626.25,5135.5,65247.0,104666.5,1408.25,240263.25,416405.5,336124.25,41251.75,23367.75,220004.0,1521546.2,1537986.8,16440.5,1346497.2,1578780.75,301364.25,0.19088416805183367,0.8849532140397709,1013785.5,57234.55000000005
2015-03-13,93673.5,31801.75,16207.75,138819.5,85051.75,1415.5,238941.0,407048.25,296920.0,47762.75,37484.25,215757.5,1508895.2,1521672.2,12777.0,1268816.2,1610883.5,366969.75,0.22780651114745418,0.8408908716788284,967488.5,101988.30000000005
2015-03-14,94425.25,32238.75,17424.25,128219.75,41483.75,2242.75,238919.25,387968.0,254355.75,48536.0,27993.75,180213.0,1317439.0,1331142.8,13703.75,1130311.2,1454020.25,316034.5,0.21735219987479543,0.8579609378498738,871072.75,136581.25
2015-03-15,94404.75,30331.75,19743.5,215616.0,63374.0,2839.25,233095.0,365408.5,128341.25,41167.25,21073.5,133293.5,1210941.2,1232634.8,21693.5,912207.75,1348688.25,426309.25,0.3160917654617366,0.7533047434507968,668210.5,137747.05000000005
2015-03-16,93805.75,30040.0,21364.25,315808.0,117277.0,2345.25,236451.5,346734.75,207643.5,52932.25,35614.0,175325.0,1491624.0,1510000.0,18376.0,1037174.75,1635341.25,580640.25,0.35505754532884193,0.6953325704064831,782635.5,143717.25
2015-03-17,94095.5,31362.0,12501.25,178212.0,131458.75,1952.25,237540.0,386895.25,257908.0,50008.75,32095.25,194087.25,1486214.0,1508972.5,22758.5,1164042.0,1608116.25,449581.75,0.2795704290656848,0.7832263725143216,888899.25,121902.25
2015-03-18,94861.5,32604.0,2474.25,115569.0,149835.5,2098.0,237125.5,427487.25,284444.75,48318.25,23937.5,207344.75,1476652.8,1500582.2,23929.5,1208774.0,1626100.25,397442.25,0.24441435883181248,0.8185905312338825,967595.0,149447.44999999995
2015-03-19,94731.25,32809.25,5836.0,42162.75,135883.25,2419.75,237845.75,434289.0,323672.5,37840.25,36574.0,224339.0,1486948.2,1507860.5,20912.25,1303066.2,1608402.75,313842.25,0.19512665593241493,0.8763359745820332,1020140.75,121454.55000000005
2015-03-20,95396.75,32165.0,6804.0,26563.5,123324.75,2666.0,237210.75,431248.25,312790.25,52417.5,32213.25,215854.0,1473212.0,1497238.5,24026.5,1316519.8,1568654.0,286920.0,0.18290840427525765,0.8936390689187979,1012310.0,95442.0
2015-03-21,95770.75,31723.75,16949.25,136436.0,75308.75,2649.5,228853.25,420486.25,215363.5,37715.5,27863.0,141038.5,1297006.0,1315444.8,18438.75,1068312.0,1430158.0,358838.0,0.2509079416400146,0.8236754494582138,814603.75,133152.0
2015-03-22,96167.75,33745.5,5133.5,137065.5,87079.75,2493.75,211994.5,396392.75,158132.25,36609.0,32882.0,132588.75,1178667.2,1201303.8,22636.5,949388.5,1330285.0,361685.75,0.2718859116655454,0.8054763040831203,723722.75,151617.80000000005
2015-03-23,95271.0,32382.25,15134.0,54606.5,113187.5,2808.5,218747.0,397491.75,308771.5,53570.75,33998.5,198713.0,1474552.5,1494748.8,20196.25,1291624.5,1524682.25,313389.75,0.20554430275554136,0.875943379432065,958547.0,50129.75
2015-03-24,95451.5,34454.75,1422.5,20841.75,117004.25,2599.25,218375.75,413611.25,346743.25,66248.0,29028.75,207476.75,1497185.5,1517615.2,20429.75,1357917.0,1553257.75,271774.0,0.17497031642043956,0.9069797964246915,1034079.25,56072.25
2015-03-25,95668.0,33655.0,8023.75,128680.75,97623.75,2286.75,202798.5,387404.5,335265.75,46447.75,24689.25,188347.25,1483083.0,1504961.8,21878.75,1248754.8,1550891.0,365938.0,0.2359533971117248,0.8419992677415897,957465.25,67808.0
2015-03-26,95189.0,33596.5,12772.75,109214.0,38510.5,2087.5,216036.25,395937.0,340923.0,74376.5,42799.0,205473.75,1502972.2,1523625.0,20652.75,1342475.0,1566915.75,291370.25,0.18595144633653723,0.8932134606348674,1016710.25,63943.55000000005
2015-03-27,95244.25,34146.0,8522.0,210946.0,76243.75,2426.0,227273.0,400329.75,288594.5,43383.75,28112.0,175148.5,1492776.2,1516909.0,24132.75,1197064.5,1590369.5,427528.0,0.2688230628165341,0.8019048669184302,907456.5,97593.30000000005
2015-03-28,94731.0,31772.5,17147.25,185383.75,115419.0,2473.5,226674.5,402325.75,144951.75,29136.25,22163.75,92508.25,1274739.8,1289759.5,15019.75,956789.75,1364687.25,446927.0,0.32749408335133195,0.7505765098100804,668922.0,89947.44999999995
2015-03-29,90711.0,29397.0,21215.5,462892.25,37867.5,2040.0,199451.5,260208.5,68187.25,26390.75,33471.0,92046.25,1136477.5,1160370.5,23893.0,614502.25,1323878.5,644123.25,0.4865425716937015,0.5407078010783319,446832.75,187401.0
2015-03-30,94919.0,39090.5,27639.5,495187.0,90401.75,2327.75,223267.0,268727.25,114732.75,31462.75,29037.5,128731.5,1490755.2,1515688.0,24932.75,877527.0,1545524.25,749565.5,0.48499109606335844,0.5886459426738877,543654.25,54769.05000000005
2015-03-31,95405.0,43001.25,21807.25,587563.25,69416.75,2204.0,233413.5,294732.5,99733.0,45854.25,20983.75,141181.0,1530603.5,1549862.2,19258.75,851816.25,1655295.5,819397.5,0.4950158446029727,0.5565231296021471,581500.75,124692.0
2015-04-01,95954.25,45680.25,24753.0,561974.25,98711.75,3137.25,236737.5,298598.75,83847.25,49334.0,27522.0,130190.0,1530356.5,1549820.8,19464.25,844917.5,1656440.25,830210.75,0.5012017487500681,0.552105016053449,561970.0,126083.75
2015-04-02,95671.0,43250.25,21618.75,405433.0,81687.0,3325.0,243586.0,343983.5,138629.75,35883.5,32839.5,136205.5,1495043.0,1520047.0,25004.0,986304.25,1582112.75,650985.0,0.41146561773173246,0.659716309163014,654702.25,87069.75
2015-04-03,95935.75,43028.25,8902.75,173752.5,140230.25,3565.75,229414.5,350189.25,103946.0,32644.0,30956.5,127336.25,1174168.0,1193382.5,19214.5,851282.5,1339901.75,465415.25,0.3473502814665329,0.725009112835642,614115.5,165733.75
2015-04-04,96550.25,41892.25,6519.25,80485.0,96848.75,4124.0,214026.25,386535.0,138124.75,34889.0,23294.75,135379.75,1170216.8,1187428.0,17211.25,986363.75,1258669.0,326419.5,0.2593370457205191,0.84288975342005,694928.5,88452.19999999995
2015-04-05,96452.5,39057.0,2589.5,71704.75,151389.25,3492.0,208145.5,347935.75,94296.75,31105.5,24298.5,126034.5,1078906.0,1101838.0,22932.0,853222.5,1196501.5,364685.0,0.3047927645723804,0.7908219066350544,599372.5,117595.5
2015-04-06,96175.5,38527.5,1411.5,78637.25,111569.0,3630.25,210426.0,359472.75,114228.75,31919.0,17313.25,130090.0,1103790.5,1121074.2,17283.75,912172.75,1193400.75,329951.0,0.2764796318420279,0.8264002543961014,635710.5,89610.25
2015-04-07,95937.5,38339.25,8714.5,136328.75,159794.25,3547.5,221939.5,381876.75,227317.25,34694.0,26660.25,179377.5,1446748.2,1462584.2,15836.0,1141910.8,1514527.0,442661.75,0.2922772258269413,0.7892947784555737,823265.5,67778.80000000005
2015-04-08,95131.0,37787.0,7174.75,83519.75,125822.75,4011.0,231791.5,379756.75,298939.25,37088.0,27415.0,208947.25,1458387.0,1474840.8,16453.75,1241869.8,1537384.0,353446.25,0.22990108522008815,0.8515365263129746,924731.25,78997.0
2015-04-09,95530.75,37424.0,413.75,24183.25,175448.25,3866.25,236685.5,389494.75,296474.0,32644.5,29016.0,208016.75,1430608.2,1451974.2,21366.0,1230563.0,1529197.75,336866.25,0.22028952762976534,0.8601677244685163,926630.0,98589.55000000005
2015-04-10,95881.5,39002.25,1407.0,31473.75,180738.5,3326.75,236795.75,366333.75,299593.5,31287.0,19679.75,185494.5,1403490.8,1423495.8,20005.0,1189871.5,1491014.0,351829.75,0.2359667648995918,0.8477942997560084,882708.75,87523.19999999995
2015-04-11,95566.25,40682.5,18923.0,315520.25,112847.75,2842.25,206129.0,327969.5,97976.25,25776.75,25902.25,111399.0,1220022.2,1236257.0,16234.75,772731.25,1381534.75,586382.0,0.4244424543067049,0.6333747451480801,563121.5,161512.55000000005
2015-04-12,96158.75,39753.75,27099.0,254870.75,159132.25,2859.0,207761.25,262834.5,58134.75,24943.0,27027.0,105333.0,1104281.5,1128783.8,24502.25,663179.5,1265907.0,579873.5,0.4580695896302019,0.6005529387207882,451245.25,161625.5
2015-04-13,95900.25,40416.0,19253.5,356613.5,144957.75,2959.25,219290.5,300063.75,171937.0,32390.0,29346.25,125896.5,1422882.2,1447726.0,24843.75,902057.5,1539024.25,660100.25,0.42890828393379765,0.6339649902149314,630287.25,116142.05000000005
2015-04-14,94181.25,41337.5,24728.0,182085.75,168192.0,3077.5,229286.0,382170.0,237856.25,31730.5,29668.25,139004.25,1451877.5,1471909.2,20031.75,1076871.8,1563317.25,513602.0,0.32853344386751954,0.7417098205599302,790761.0,111439.75
2015-04-15,93543.75,42238.0,25588.0,267059.25,193769.75,2914.0,231066.75,355365.75,198637.0,29467.75,34315.0,130778.5,1446631.5,1472629.8,25998.25,960214.5,1604743.5,625112.75,0.3895406025947449,0.6637588770879108,714249.0,158112.0
2015-04-16,93875.5,41352.0,11884.0,132417.25,147322.75,2677.5,235632.25,366564.5,264062.25,28164.0,34021.5,172451.0,1435797.0,1459778.5,23981.5,1144173.0,1530424.5,429529.0,0.28066003909372855,0.7968905075021051,831241.75,94627.5
