Date,Grid_load,Grid_load_incl._hydro_pumped_storage,Hydro_pumped_storage,Residual_load
2017-10-19,1.4661135e+06,1.486929e+06,20815.5,1.227863e+06
2017-10-20,1.4695138e+06,1.4871882e+06,17674.5,1.0484965e+06
2017-10-21,1.24901e+06,1.265408e+06,16398.0,927683.75
2017-10-22,1.1619972e+06,1.191975e+06,29977.75,675812.25
2017-10-23,1.4681812e+06,1.4881148e+06,19933.5,1.1617402e+06
2017-10-24,1.4988758e+06,1.520614e+06,21738.25,1.191612e+06
2017-10-25,1.5018028e+06,1.525106e+06,23303.25,983154.0
2017-10-26,1.4776355e+06,1.4983168e+06,20681.25,1.103842e+06
2017-10-27,1.4732368e+06,1.4970088e+06,23772.0,896528.25
2017-10-28,1.2890532e+06,1.3181705e+06,29117.25,477666.25
2017-10-29,1.2395758e+06,1.2690025e+06,29426.75,438734.25
2017-10-30,1.346184e+06,1.3730715e+06,26887.5,853965.0
2017-10-31,1.216251e+06,1.2336415e+06,17390.5,904920.5
2017-11-01,1.3504122e+06,1.3676215e+06,17209.25,897893.75
2017-11-02,1.4639e+06,1.4837272e+06,19827.25,1.0585845e+06
2017-11-03,1.4552308e+06,1.4687702e+06,13539.5,1.2922578e+06
2017-11-04,1.2872935e+06,1.3074058e+06,20112.25,926036.25
2017-11-05,1.180328e+06,1.213264e+06,32936.0,884748.5
2017-11-06,1.4806898e+06,1.4998168e+06,19127.0,1.33484e+06
2017-11-07,1.527974e+06,1.551388e+06,23414.0,1.351221e+06
2017-11-08,1.5242475e+06,1.5442352e+06,19987.75,1.437016e+06
2017-11-09,1.528846e+06,1.54962e+06,20774.0,1.3157548e+06
2017-11-10,1.549006e+06,1.5653995e+06,16393.5,916596.5
2017-11-11,1.34928e+06,1.3801202e+06,30840.25,782322.25
2017-11-12,1.233206e+06,1.2511345e+06,17928.5,973279.25
2017-11-13,1.516068e+06,1.5350808e+06,19012.75,1.2656252e+06
2017-11-14,1.5539162e+06,1.5731262e+06,19210.0,1.2233218e+06
2017-11-15,1.519451e+06,1.5368655e+06,17414.5,1.391079e+06
2017-11-16,1.5572545e+06,1.586499e+06,29244.5,1.3675142e+06
2017-11-17,1.5381672e+06,1.557877e+06,19709.75,1.3036462e+06
2017-11-18,1.3708745e+06,1.3945782e+06,23703.75,755373.0
2017-11-19,1.255469e+06,1.2900328e+06,34563.75,503273.75
2017-11-20,1.5606552e+06,1.5793592e+06,18704.0,1.150798e+06
2017-11-21,1.570964e+06,1.5916515e+06,20687.5,1.2511668e+06
2017-11-22,1.5531165e+06,1.5791408e+06,26024.25,925347.75
2017-11-23,1.5892958e+06,1.6170328e+06,27737.0,813960.0
2017-11-24,1.5327632e+06,1.5500955e+06,17332.25,1.1714135e+06
2017-11-25,1.3375258e+06,1.3567188e+06,19193.0,1.0998812e+06
2017-11-26,1.2840802e+06,1.3087182e+06,24638.0,664753.0
2017-11-27,1.618756e+06,1.647108e+06,28352.0,860288.0
2017-11-28,1.623705e+06,1.644196e+06,20491.0,1.0682825e+06
2017-11-29,1.5885378e+06,1.6092315e+06,20693.75,1.4572685e+06
2017-11-30,1.5962778e+06,1.6198018e+06,23524.0,1.5166645e+06
2017-12-01,1.568503e+06,1.6041032e+06,35600.25,1.4949342e+06
2017-12-02,1.38641e+06,1.4126795e+06,26269.5,1.2517e+06
2017-12-03,1.3246148e+06,1.355201e+06,30586.25,935563.0
2017-12-04,1.6324618e+06,1.669066e+06,36604.25,1.1441095e+06
2017-12-05,1.6568568e+06,1.6872555e+06,30398.75,1.04210375e+06
2017-12-06,1.6352178e+06,1.6728588e+06,37641.0,994742.5
2017-12-07,1.640661e+06,1.6805632e+06,39902.25,869153.0
2017-12-08,1.6231078e+06,1.6592188e+06,36111.0,944426.0
2017-12-09,1.4227852e+06,1.4666948e+06,43909.5,700579.0
2017-12-10,1.3282248e+06,1.3735602e+06,45335.5,695996.0
2017-12-11,1.6203188e+06,1.6590838e+06,38765.0,1.1973705e+06
2017-12-12,1.6578182e+06,1.6892112e+06,31393.0,1.0520218e+06
2017-12-13,1.660724e+06,1.6942148e+06,33490.75,920884.75
2017-12-14,1.6516075e+06,1.6870515e+06,35444.0,942243.0
2017-12-15,1.5731565e+06,1.6102592e+06,37102.75,1.3648275e+06
2017-12-16,1.3846748e+06,1.4219332e+06,37258.5,1.0993942e+06
2017-12-17,1.2988452e+06,1.32966e+06,30814.75,1.0353055e+06
2017-12-18,1.5800958e+06,1.6144262e+06,34330.5,1.418744e+06
2017-12-19,1.5841142e+06,1.6239018e+06,39787.5,1.4748822e+06
2017-12-20,1.5496725e+06,1.5893922e+06,39719.75,1.456346e+06
2017-12-21,1.5226125e+06,1.5617228e+06,39110.25,1.2549415e+06
2017-12-22,1.427108e+06,1.4627848e+06,35676.75,1.189309e+06
2017-12-23,1.2708885e+06,1.3085992e+06,37710.75,539390.5
2017-12-24,1.1430632e+06,1.1862108e+06,43147.5,328912.0
2017-12-25,1.1148298e+06,1.153289e+06,38459.25,509767.5
2017-12-26,1.142822e+06,1.1921175e+06,49295.5,399976.25
2017-12-27,1.2668868e+06,1.3048225e+06,37935.75,849733.0
2017-12-28,1.3151238e+06,1.3500955e+06,34971.75,807205.0
2017-12-29,1.3087058e+06,1.3534438e+06,44738.0,692984.5
2017-12-30,1.2242792e+06,1.2684788e+06,44199.5,507135.0
2017-12-31,1.1265642e+06,1.1639592e+06,37395.0,388561.0
2018-01-01,1.1471362e+06,1.2035202e+06,56384.0,428246.25
2018-01-02,1.418023e+06,1.4534648e+06,35441.75,942522.0
2018-01-03,1.569615e+06,1.6226402e+06,53025.25,639316.75
2018-01-04,1.540122e+06,1.5836098e+06,43487.75,938065.25
2018-01-05,1.509067e+06,1.5521855e+06,43118.5,947341.0
2018-01-06,1.2917805e+06,1.3332338e+06,41453.25,1.0603308e+06
2018-01-07,1.2499758e+06,1.2974542e+06,47478.5,848441.75
2018-01-08,1.5849362e+06,1.6240882e+06,39152.0,1.0155465e+06
2018-01-09,1.6259295e+06,1.661009e+06,35079.5,1.0596165e+06
2018-01-10,1.5613695e+06,1.596641e+06,35271.5,1.367332e+06
2018-01-11,1.5607375e+06,1.5939108e+06,33173.25,1.504449e+06
2018-01-12,1.5551925e+06,1.5838142e+06,28621.75,1.4161542e+06
2018-01-13,1.3795245e+06,1.4081428e+06,28618.25,1.041773e+06
2018-01-14,1.2905115e+06,1.3320255e+06,41514.0,863823.5
2018-01-15,1.6462592e+06,1.6865422e+06,40283.0,896449.75
2018-01-16,1.6564455e+06,1.6915948e+06,35149.25,950215.5
2018-01-17,1.662154e+06,1.7001872e+06,38033.25,990724.25
2018-01-18,1.6675912e+06,1.7039632e+06,36372.0,956673.0
2018-01-19,1.5703045e+06,1.5964698e+06,26165.25,1.2455192e+06
2018-01-20,1.3680152e+06,1.3982428e+06,30227.5,1.135793e+06
2018-01-21,1.2643115e+06,1.291694e+06,27382.5,1.1452858e+06
2018-01-22,1.578071e+06,1.611205e+06,33134.0,1.255522e+06
2018-01-23,1.5999825e+06,1.6335178e+06,33535.25,1.206474e+06
2018-01-24,1.6400255e+06,1.6869795e+06,46954.0,842560.25
2018-01-25,1.5792792e+06,1.6128038e+06,33524.5,1.128138e+06
2018-01-26,1.5221715e+06,1.5484568e+06,26285.25,1.440762e+06
2018-01-27,1.3369825e+06,1.3641762e+06,27193.75,1.02967625e+06
2018-01-28,1.2922055e+06,1.3424682e+06,50262.75,431221.0
2018-01-29,1.6130098e+06,1.6533782e+06,40368.5,696408.25
2018-01-30,1.597201e+06,1.6192205e+06,22019.5,1.0631415e+06
2018-01-31,1.6364348e+06,1.6737952e+06,37360.5,908958.5
2018-02-01,1.621602e+06,1.6513855e+06,29783.5,1.06523e+06
2018-02-02,1.580525e+06,1.6087638e+06,28238.75,1.1761975e+06
2018-02-03,1.344159e+06,1.3664752e+06,22316.25,1.207043e+06
2018-02-04,1.2818408e+06,1.3196092e+06,37768.5,1.00742475e+06
2018-02-05,1.5746488e+06,1.5989702e+06,24321.5,1.3166712e+06
2018-02-06,1.6041968e+06,1.6383048e+06,34108.0,1.440955e+06
2018-02-07,1.6122362e+06,1.647216e+06,34979.75,1.500555e+06
2018-02-08,1.6078658e+06,1.6429688e+06,35103.0,1.4705248e+06
2018-02-09,1.6081115e+06,1.6382805e+06,30169.0,1.3550992e+06
2018-02-10,1.3878752e+06,1.408672e+06,20796.75,1.2065652e+06
2018-02-11,1.3235968e+06,1.3715385e+06,47941.75,673469.75
2018-02-12,1.5679845e+06,1.5924042e+06,24419.75,1.043752e+06
2018-02-13,1.5686965e+06,1.59772e+06,29023.5,1.2086932e+06
2018-02-14,1.596079e+06,1.6269178e+06,30838.75,1.1727295e+06
2018-02-15,1.6474628e+06,1.6742158e+06,26753.0,1.1049578e+06
2018-02-16,1.5802268e+06,1.6079885e+06,27761.75,1.1723682e+06
2018-02-17,1.371892e+06,1.3927335e+06,20841.5,1.2608925e+06
2018-02-18,1.2647398e+06,1.29959e+06,34850.25,1.0856655e+06
2018-02-19,1.5535422e+06,1.5739142e+06,20372.0,1.4285592e+06
2018-02-20,1.5917745e+06,1.623215e+06,31440.5,1.4223622e+06
2018-02-21,1.5978515e+06,1.6309395e+06,33088.0,1.3559952e+06
2018-02-22,1.6100958e+06,1.6423602e+06,32264.5,1.2634515e+06
2018-02-23,1.6095732e+06,1.6358552e+06,26282.0,1.1487338e+06
2018-02-24,1.4358855e+06,1.4819348e+06,46049.25,743648.75
2018-02-25,1.3341585e+06,1.3647105e+06,30552.0,857946.25
2018-02-26,1.658546e+06,1.6809638e+06,22417.75,1.1789458e+06
2018-02-27,1.69443e+06,1.7194428e+06,25012.75,1.2662688e+06
2018-02-28,1.7295472e+06,1.7671218e+06,37574.5,1.0662382e+06
2018-03-01,1.7192662e+06,1.7638715e+06,44605.25,882299.25
2018-03-02,1.6981448e+06,1.719925e+06,21780.25,1.0597692e+06
2018-03-03,1.4666192e+06,1.4906005e+06,23981.25,968745.0
2018-03-04,1.3302395e+06,1.375954e+06,45714.5,827306.5
2018-03-05,1.5489535e+06,1.5689948e+06,20041.25,1.1350422e+06
2018-03-06,1.5606048e+06,1.5896932e+06,29088.5,1.3432128e+06
2018-03-07,1.564247e+06,1.5860985e+06,21851.5,1.3542598e+06
2018-03-08,1.5853185e+06,1.6182218e+06,32903.25,1.025588e+06
2018-03-09,1.5682058e+06,1.595796e+06,27590.25,1.1202052e+06
2018-03-10,1.3243522e+06,1.353061e+06,28708.75,976375.0
2018-03-11,1.1984495e+06,1.2413152e+06,42865.75,866173.25
2018-03-12,1.4893488e+06,1.5158905e+06,26541.75,1.246699e+06
2018-03-13,1.5644298e+06,1.5979078e+06,33478.0,1.0799552e+06
2018-03-14,1.5268368e+06,1.554814e+06,27977.25,1.3073522e+06
2018-03-15,1.595286e+06,1.635981e+06,40695.0,851356.0
2018-03-16,1.5819388e+06,1.613932e+06,31993.25,950779.25
2018-03-17,1.4505218e+06,1.4817295e+06,31207.75,613607.0
2018-03-18,1.366557e+06,1.4147852e+06,48228.25,532557.5
2018-03-19,1.5736002e+06,1.5928252e+06,19225.0,1.2041795e+06
2018-03-20,1.607381e+06,1.6397165e+06,32335.5,1.1638198e+06
2018-03-21,1.5815518e+06,1.607243e+06,25691.25,1.2518635e+06
2018-03-22,1.6115905e+06,1.6450685e+06,33478.0,1.144235e+06
2018-03-23,1.5397052e+06,1.565864e+06,26158.75,1.396642e+06
2018-03-24,1.3022892e+06,1.3378282e+06,35539.0,1.0856632e+06
2018-03-25,1.140354e+06,1.18247e+06,42116.0,945855.75
2018-03-26,1.4792208e+06,1.501143e+06,21922.25,1.341756e+06
2018-03-27,1.5048732e+06,1.53777e+06,32896.75,1.2844525e+06
2018-03-28,1.569465e+06,1.6045425e+06,35077.5,1.0967152e+06
2018-03-29,1.5258512e+06,1.5661145e+06,40263.25,1.0559075e+06
2018-03-30,1.214219e+06,1.247148e+06,32929.0,747483.75
2018-03-31,1.22408e+06,1.262616e+06,38536.0,833219.0
2018-04-01,1.139701e+06,1.199149e+06,59448.0,702587.5
2018-04-02,1.1328545e+06,1.1766758e+06,43821.25,754881.25
2018-04-03,1.435934e+06,1.4733538e+06,37419.75,871536.5
2018-04-04,1.4701332e+06,1.5086018e+06,38468.5,974044.25
2018-04-05,1.519821e+06,1.5725552e+06,52734.25,775178.25
2018-04-06,1.461539e+06,1.49276e+06,31221.0,935654.0
2018-04-07,1.2629655e+06,1.310226e+06,47260.5,591826.75
2018-04-08,1.1250208e+06,1.1738965e+06,48875.75,743072.0
2018-04-09,1.3901122e+06,1.416126e+06,26013.75,1.1059495e+06
2018-04-10,1.4713225e+06,1.5062768e+06,34954.25,894860.0
2018-04-11,1.489797e+06,1.519769e+06,29972.0,927805.75
2018-04-12,1.479708e+06,1.5264438e+06,46735.75,854591.25
2018-04-13,1.4558065e+06,1.486549e+06,30742.5,1.0519858e+06
2018-04-14,1.2282988e+06,1.2658638e+06,37565.0,808368.5
2018-04-15,1.092876e+06,1.1371282e+06,44252.25,886170.0
2018-04-16,1.3787592e+06,1.393872e+06,15112.75,1.1953768e+06
2018-04-17,1.4054675e+06,1.444273e+06,38805.5,1.1159252e+06
2018-04-18,1.4013322e+06,1.4335918e+06,32259.5,1.0837322e+06
2018-04-19,1.4093212e+06,1.4425005e+06,33179.25,998789.0
2018-04-20,1.399266e+06,1.428489e+06,29223.0,985376.25
2018-04-21,1.2038665e+06,1.2443915e+06,40525.0,903657.25
2018-04-22,1.0852165e+06,1.1412332e+06,56016.75,724319.0
2018-04-23,1.398507e+06,1.4337492e+06,35242.25,863543.25
2018-04-24,1.4371328e+06,1.4787418e+06,41609.0,914213.25
2018-04-25,1.4721548e+06,1.5233008e+06,51146.0,816368.25
2018-04-26,1.468837e+06,1.5157215e+06,46884.5,879999.5
2018-04-27,1.4085018e+06,1.4365965e+06,28094.75,1.03504425e+06
2018-04-28,1.204455e+06,1.2414562e+06,37001.25,837723.0
2018-04-29,1.084899e+06,1.1225568e+06,37657.75,715162.75
2018-04-30,1.3085275e+06,1.3629195e+06,54392.0,539301.0
2018-05-01,1.1454015e+06,1.196877e+06,51475.5,413100.0
2018-05-02,1.3844888e+06,1.4115758e+06,27087.0,1.01647775e+06
2018-05-03,1.4252102e+06,1.455431e+06,30220.75,1.066528e+06
2018-05-04,1.4027688e+06,1.4313442e+06,28575.5,1.0512628e+06
2018-05-05,1.2058925e+06,1.241932e+06,36039.5,774233.5
2018-05-06,1.0866852e+06,1.1453505e+06,58665.25,616997.25
2018-05-07,1.397346e+06,1.4224128e+06,25066.75,921201.25
2018-05-08,1.4353638e+06,1.4777425e+06,42378.75,884338.75
2018-05-09,1.42088e+06,1.4522488e+06,31368.75,980151.0
2018-05-10,1.1460802e+06,1.197808e+06,51727.75,747351.75
2018-05-11,1.2530365e+06,1.2676532e+06,14616.75,1.0166975e+06
2018-05-12,1.160409e+06,1.1799185e+06,19509.5,810426.0
2018-05-13,1.0945702e+06,1.1463992e+06,51829.0,582175.5
2018-05-14,1.4190018e+06,1.4507785e+06,31776.75,894091.25
2018-05-15,1.425043e+06,1.456791e+06,31748.0,1.0494815e+06
2018-05-16,1.4261158e+06,1.4642895e+06,38173.75,1.067382e+06
2018-05-17,1.4513462e+06,1.494323e+06,42976.75,894548.25
2018-05-18,1.4058185e+06,1.4326485e+06,26830.0,1.0928762e+06
2018-05-19,1.1829925e+06,1.2118805e+06,28888.0,946988.5
2018-05-20,1.03170175e+06,1.076558e+06,44856.25,581238.0
2018-05-21,1.0743628e+06,1.126276e+06,51913.25,440470.5
2018-05-22,1.3810638e+06,1.4042188e+06,23155.0,996016.0
2018-05-23,1.4378668e+06,1.4730485e+06,35181.75,1.017232e+06
2018-05-24,1.4551842e+06,1.4856225e+06,30438.25,959615.25
2018-05-25,1.4198628e+06,1.452899e+06,33036.25,950922.25
2018-05-26,1.2050445e+06,1.234285e+06,29240.5,845994.0
2018-05-27,1.1004818e+06,1.1500248e+06,49543.0,740619.0
2018-05-28,1.4209988e+06,1.4386345e+06,17635.75,1.0220865e+06
2018-05-29,1.4645645e+06,1.5013782e+06,36813.75,974607.0
2018-05-30,1.4333998e+06,1.459961e+06,26561.25,1.1104525e+06
2018-05-31,1.2518885e+06,1.2842172e+06,32328.75,931013.75
2018-06-01,1.3183992e+06,1.3467268e+06,28327.5,1.01983475e+06
2018-06-02,1.169852e+06,1.1847598e+06,14907.75,910024.0
2018-06-03,1.0740545e+06,1.1173552e+06,43300.75,837535.5
2018-06-04,1.3894595e+06,1.401649e+06,12189.5,1.0709228e+06
2018-06-05,1.4345562e+06,1.4575415e+06,22985.25,1.140421e+06
2018-06-06,1.4538968e+06,1.4870055e+06,33108.75,1.012939e+06
2018-06-07,1.4536012e+06,1.4746232e+06,21022.0,1.1066405e+06
2018-06-08,1.4286872e+06,1.4530602e+06,24373.0,1.1547448e+06
2018-06-09,1.2235348e+06,1.2382308e+06,14696.0,944440.75
2018-06-10,1.10443e+06,1.1484992e+06,44069.25,825811.25
2018-06-11,1.4367455e+06,1.4524272e+06,15681.75,1.0912035e+06
2018-06-12,1.450667e+06,1.478845e+06,28178.0,1.1103968e+06
2018-06-13,1.4388838e+06,1.4621352e+06,23251.5,1.1265325e+06
2018-06-14,1.4385112e+06,1.4674488e+06,28937.5,1.042846e+06
2018-06-15,1.4111922e+06,1.429001e+06,17808.75,1.1862905e+06
2018-06-16,1.1921908e+06,1.2105148e+06,18324.0,929431.0
2018-06-17,1.0899708e+06,1.1363218e+06,46351.0,706611.0
2018-06-18,1.413108e+06,1.4282452e+06,15137.25,1.0575248e+06
2018-06-19,1.4668852e+06,1.4900522e+06,23167.0,1.0973372e+06
2018-06-20,1.4678405e+06,1.4946978e+06,26857.25,1.061279e+06
2018-06-21,1.4829405e+06,1.5323292e+06,49388.75,811221.0
2018-06-22,1.4345335e+06,1.4704878e+06,35954.25,692567.25
2018-06-23,1.199012e+06,1.2420008e+06,42988.75,560279.5
2018-06-24,1.0719182e+06,1.1112205e+06,39302.25,708259.5
2018-06-25,1.39414e+06,1.4115965e+06,17456.5,1.0375205e+06
2018-06-26,1.4161812e+06,1.4373262e+06,21145.0,1.1489728e+06
2018-06-27,1.4185672e+06,1.4404325e+06,21865.25,1.0687898e+06
2018-06-28,1.44038e+06,1.4611648e+06,20784.75,1.0710542e+06
2018-06-29,1.4191418e+06,1.445694e+06,26552.25,1.01110375e+06
2018-06-30,1.191701e+06,1.2269288e+06,35227.75,706482.75
2018-07-01,1.081028e+06,1.128535e+06,47507.0,537522.75
2018-07-02,1.3915618e+06,1.4083512e+06,16789.5,979775.75
2018-07-03,1.442748e+06,1.4622775e+06,19529.5,1.1117962e+06
2018-07-04,1.449918e+06,1.4657178e+06,15799.75,1.2070315e+06
2018-07-05,1.456236e+06,1.4783005e+06,22064.5,1.1526228e+06
2018-07-06,1.441871e+06,1.4598412e+06,17970.25,999035.25
2018-07-07,1.2069495e+06,1.2423118e+06,35362.25,675180.25
2018-07-08,1.0806758e+06,1.119806e+06,39130.25,685551.25
2018-07-09,1.3820685e+06,1.402783e+06,20714.5,901605.25
2018-07-10,1.387295e+06,1.4044508e+06,17155.75,1.0851628e+06
2018-07-11,1.382192e+06,1.3987872e+06,16595.25,1.1281935e+06
2018-07-12,1.392975e+06,1.413907e+06,20932.0,1.074133e+06
2018-07-13,1.3712825e+06,1.3883398e+06,17057.25,1.013177e+06
2018-07-14,1.1656065e+06,1.1788318e+06,13225.25,867466.5
2018-07-15,1.0595338e+06,1.090056e+06,30522.25,791654.0
2018-07-16,1.3416192e+06,1.3497458e+06,8126.5,1.080443e+06
2018-07-17,1.3885145e+06,1.3998472e+06,11332.75,1.064042e+06
2018-07-18,1.4030325e+06,1.4164525e+06,13420.0,963124.25
2018-07-19,1.39089e+06,1.4012468e+06,10356.75,1.04004825e+06
2018-07-20,1.3580232e+06,1.3696245e+06,11601.25,1.072201e+06
2018-07-21,1.1578538e+06,1.1654068e+06,7553.0,947255.0
2018-07-22,1.0680342e+06,1.0989515e+06,30917.25,856937.75
2018-07-23,1.3660348e+06,1.377519e+06,11484.25,1.1216272e+06
2018-07-24,1.4085888e+06,1.4223308e+06,13742.0,1.1510952e+06
2018-07-25,1.4306338e+06,1.4512812e+06,20647.5,1.149489e+06
2018-07-26,1.4314942e+06,1.4487982e+06,17304.0,1.066297e+06
2018-07-27,1.4185122e+06,1.437461e+06,18948.75,970490.0
2018-07-28,1.2141382e+06,1.2318742e+06,17736.0,798977.5
2018-07-29,1.0815208e+06,1.1301748e+06,48654.0,742652.75
2018-07-30,1.3758658e+06,1.3882e+06,12334.25,1.0758545e+06
2018-07-31,1.4172072e+06,1.4416335e+06,24426.25,1.0703888e+06
2018-08-01,1.415061e+06,1.432923e+06,17862.0,1.1358325e+06
2018-08-02,1.4188008e+06,1.4439402e+06,25139.5,1.1446098e+06
2018-08-03,1.3999615e+06,1.4270368e+06,27075.25,1.1223795e+06
2018-08-04,1.2091115e+06,1.2209712e+06,11859.75,911134.75
2018-08-05,1.1059575e+06,1.151326e+06,45368.5,709768.25
2018-08-06,1.3699542e+06,1.3859625e+06,16008.25,1.0649575e+06
2018-08-07,1.414342e+06,1.4371718e+06,22829.75,1.0880035e+06
2018-08-08,1.4448282e+06,1.4784128e+06,33584.5,972909.75
2018-08-09,1.425449e+06,1.450644e+06,25195.0,996734.5
2018-08-10,1.3910098e+06,1.4262588e+06,35249.0,794629.25
2018-08-11,1.1853302e+06,1.2279105e+06,42580.25,592985.75
2018-08-12,1.062668e+06,1.0926848e+06,30016.75,714007.0
2018-08-13,1.3539595e+06,1.3733522e+06,19392.75,1.0615982e+06
2018-08-14,1.380874e+06,1.41003e+06,29156.0,946918.5
2018-08-15,1.3397885e+06,1.3641958e+06,24407.25,1.0743578e+06
2018-08-16,1.3698572e+06,1.3916698e+06,21812.5,1.0077155e+06
2018-08-17,1.360004e+06,1.3791805e+06,19176.5,1.0564525e+06
2018-08-18,1.179485e+06,1.2047758e+06,25290.75,837075.75
2018-08-19,1.0886348e+06,1.1259265e+06,37291.75,720951.25
2018-08-20,1.3759685e+06,1.3909875e+06,15019.0,1.04767575e+06
2018-08-21,1.3854208e+06,1.4134892e+06,28068.5,1.173969e+06
2018-08-22,1.411518e+06,1.4374908e+06,25972.75,1.1171232e+06
2018-08-23,1.4250092e+06,1.450416e+06,25406.75,1.125529e+06
2018-08-24,1.4032092e+06,1.434513e+06,31303.75,970845.25
2018-08-25,1.1838755e+06,1.2092572e+06,25381.75,800265.75
2018-08-26,1.074934e+06,1.1169452e+06,42011.25,677505.5
2018-08-27,1.4162268e+06,1.4503102e+06,34083.5,774199.25
2018-08-28,1.398797e+06,1.417254e+06,18457.0,1.132392e+06
2018-08-29,1.4169272e+06,1.4429895e+06,26062.25,1.068562e+06
2018-08-30,1.4288775e+06,1.4592202e+06,30342.75,1.013847e+06
2018-08-31,1.3753488e+06,1.3969888e+06,21640.0,1.1055682e+06
2018-09-01,1.1639095e+06,1.179826e+06,15916.5,947726.0
2018-09-02,1.0844332e+06,1.1176905e+06,33257.25,838818.25
2018-09-03,1.3954588e+06,1.4149235e+06,19464.75,1.1319135e+06
2018-09-04,1.4129365e+06,1.4461775e+06,33241.0,1.1895698e+06
2018-09-05,1.4017365e+06,1.4331742e+06,31437.75,1.1629238e+06
2018-09-06,1.4160875e+06,1.4471892e+06,31101.75,1.1559158e+06
2018-09-07,1.401293e+06,1.4326292e+06,31336.25,1.0962538e+06
2018-09-08,1.201574e+06,1.236891e+06,35317.0,747923.75
2018-09-09,1.0751538e+06,1.1147115e+06,39557.75,762358.0
2018-09-10,1.3861805e+06,1.409698e+06,23517.5,1.068831e+06
2018-09-11,1.4635562e+06,1.50566e+06,42103.75,882889.75
2018-09-12,1.443137e+06,1.4666068e+06,23469.75,1.0590472e+06
2018-09-13,1.411773e+06,1.434207e+06,22434.0,1.263184e+06
2018-09-14,1.3956622e+06,1.426184e+06,30521.75,1.1580465e+06
2018-09-15,1.1969295e+06,1.229915e+06,32985.5,818123.5
2018-09-16,1.078562e+06,1.1260178e+06,47455.75,746725.75
2018-09-17,1.380067e+06,1.4037488e+06,23681.75,1.0855738e+06
2018-09-18,1.4583782e+06,1.5005062e+06,42128.0,940813.0
2018-09-19,1.4673615e+06,1.513809e+06,46447.5,981209.25
2018-09-20,1.4622972e+06,1.5059728e+06,43675.5,990654.5
2018-09-21,1.4914152e+06,1.5304308e+06,39015.5,688203.0
2018-09-22,1.2529208e+06,1.307124e+06,54203.25,569364.5
2018-09-23,1.1375578e+06,1.1673545e+06,29796.75,733552.25
2018-09-24,1.4523948e+06,1.5081092e+06,55714.5,703687.5
2018-09-25,1.4360758e+06,1.4581145e+06,22038.75,1.090933e+06
2018-09-26,1.4870798e+06,1.5324525e+06,45372.75,855049.0
2018-09-27,1.466397e+06,1.504986e+06,38589.0,994910.25
2018-09-28,1.4601372e+06,1.5003295e+06,40192.25,968574.5
2018-09-29,1.2174432e+06,1.247375e+06,29931.75,858124.25
2018-09-30,1.115957e+06,1.1616082e+06,45651.25,741930.75
2018-10-01,1.4139455e+06,1.449215e+06,35269.5,1.01558375e+06
2018-10-02,1.4835118e+06,1.51542e+06,31908.25,760676.25
2018-10-03,1.2332945e+06,1.2901952e+06,56900.75,512395.5
2018-10-04,1.4079015e+06,1.428859e+06,20957.5,1.08135e+06
2018-10-05,1.4105148e+06,1.45029e+06,39775.25,1.0287785e+06
2018-10-06,1.2056292e+06,1.2252638e+06,19634.5,901142.25
2018-10-07,1.1081748e+06,1.1539302e+06,45755.5,791643.75
2018-10-08,1.408164e+06,1.4476398e+06,39475.75,1.0974078e+06
2018-10-09,1.433255e+06,1.4715208e+06,38265.75,1.157244e+06
2018-10-10,1.4401002e+06,1.4770508e+06,36950.5,1.07341e+06
2018-10-11,1.4755312e+06,1.5150572e+06,39526.0,955876.5
2018-10-12,1.444114e+06,1.474539e+06,30425.0,980802.5
2018-10-13,1.221588e+06,1.254095e+06,32507.0,730360.75
2018-10-14,1.1390872e+06,1.1978425e+06,58755.25,592121.75
2018-10-15,1.4166818e+06,1.4405245e+06,23842.75,1.1172955e+06
2018-10-16,1.4336588e+06,1.4688422e+06,35183.5,1.2746028e+06
2018-10-17,1.4355112e+06,1.4685348e+06,33023.5,1.2660755e+06
2018-10-18,1.4572362e+06,1.4905628e+06,33326.5,1.2257385e+06
2018-10-19,1.426139e+06,1.4524032e+06,26264.25,1.2816818e+06
2018-10-20,1.2499095e+06,1.2784648e+06,28555.25,1.0509275e+06
2018-10-21,1.1593948e+06,1.1972392e+06,37844.5,919245.5
2018-10-22,1.4891882e+06,1.5203732e+06,31185.0,1.0888252e+06
2018-10-23,1.5770265e+06,1.6218055e+06,44779.0,723129.5
2018-10-24,1.5613785e+06,1.5983002e+06,36921.75,831621.25
2018-10-25,1.543489e+06,1.5838898e+06,40400.75,905634.5
2018-10-26,1.4950788e+06,1.5294562e+06,34377.5,1.039475e+06
2018-10-27,1.3007638e+06,1.3346142e+06,33850.5,879799.0
2018-10-28,1.262331e+06,1.298007e+06,35676.0,764039.0
2018-10-29,1.5395308e+06,1.5782422e+06,38711.5,954988.5
2018-10-30,1.5497485e+06,1.590374e+06,40625.5,787852.75
2018-10-31,1.459683e+06,1.497931e+06,38248.0,921594.0
2018-11-01,1.323925e+06,1.3666268e+06,42701.75,984289.25
2018-11-02,1.4013318e+06,1.4343108e+06,32979.0,1.01523875e+06
2018-11-03,1.248011e+06,1.2774872e+06,29476.25,1.0332545e+06
2018-11-04,1.160766e+06,1.1946432e+06,33877.25,943200.0
2018-11-05,1.4577488e+06,1.4912225e+06,33473.75,1.202302e+06
