Date,Biomass,Hydropower,Wind_offshore,Wind_onshore,Photovoltaics,Other_renewable,Nuclear,Lignite,Hard_coal,Fossil_gas,Hydro_pumped_storage,Other_conventional,Total_renewable,Total_fossil,Wind_total,Total_generation,Renewable_share,Fossil_share,Clean_to_dirty_ratio,Solar_to_wind_ratio,Baseload_dependency,Year,Month,Day,Quarter,Wind_total_rolling,Solar_rolling
2015-01-01,96341.25,27463.0,12508.5,298791.75,17080.25,2148.5,251485.25,314599.0,60725.25,23806.0,23683.5,134117.0,454333.25,533247.25,311300.25,1262749.25,35.97968876243641,42.22906883532103,0.852012363870606,0.05486744710291752,49.638477314478706,2015,1,1,1,311300.25,17080.25
2015-01-02,96247.25,27087.75,10329.25,591620.75,7759.0,2904.0,218435.5,257344.0,83617.25,29919.25,25524.75,148762.0,735948.0,519642.5,601950.0,1499550.75,49.077898830699795,34.653211970318445,1.4162582929610261,0.012889774898247363,37.30428930131241,2015,1,2,1,456625.125,12419.625
2015-01-03,95923.75,31135.75,12119.5,457043.5,7234.75,3245.0,245251.5,296727.5,60999.25,29790.75,26328.75,139297.0,606702.25,526814.5,469163.0,1405097.0,43.178673785510895,37.49310545819968,1.1516430356415779,0.01542054680356294,42.91363870252374,2015,1,3,1,460804.4166666667,10691.333333333334
2015-01-04,96885.0,42212.25,11538.5,379029.5,19982.5,3247.0,251627.75,287900.5,47224.5,21470.75,26499.25,132493.75,552894.75,489089.5,390568.0,1320111.25,41.88243604468941,37.049112338069996,1.1304572067075658,0.05116266565617255,44.44721988393024,2015,1,4,1,443245.3125,13014.125
2015-01-05,96449.0,38092.5,7745.5,219623.5,26522.25,3217.75,267081.0,405171.25,177046.75,35151.75,25738.5,207876.0,391650.5,825245.75,227369.0,1509715.75,25.94200265844746,54.66232633527205,0.47458650953367526,0.11664848770061002,56.25555671655409,2015,1,5,1,400070.05,15715.75
2015-01-06,94510.5,36153.0,6887.75,102706.75,32887.25,3246.25,273756.0,423603.75,259151.75,42873.25,19500.75,217470.5,276391.5,943099.25,109594.5,1512747.5,18.270828409896563,62.343467763126355,0.29306724610373724,0.30008120845480385,63.230083011209736,2015,1,6,1,351657.4583333333,18577.666666666668
2015-01-07,95730.5,35462.5,10693.25,210599.0,17114.75,3265.5,274628.5,432580.25,259317.75,56351.25,26789.75,225419.5,372865.5,973668.75,221292.25,1647952.5,22.62598588248144,59.08354458032012,0.38294902655548924,0.0773400333721583,58.65014313215945,2015,1,7,1,333033.85714285716,18368.678571428572
2015-01-08,95878.75,35839.25,12334.75,420530.25,8598.25,3004.0,272119.25,398987.0,223824.0,38659.5,30748.25,189578.0,576185.25,851048.5,432865.0,1730101.25,33.30355665600496,49.190675979223755,0.6770298637504208,0.01986358333429591,51.7270448767088,2015,1,8,1,345512.75,17147.375
2015-01-09,97246.5,36483.5,8800.25,635351.75,6823.75,2994.25,265038.0,332049.25,120109.25,39516.0,32508.75,153610.25,787700.0,645284.75,644152.0,1730531.5,45.517807679317016,37.288240635897125,1.2207014035276675,0.010593384791167303,41.44371252415804,2015,1,9,1,378694.8888888889,16000.305555555555
2015-01-10,97423.5,44021.25,6504.75,624062.5,20475.0,3190.75,260759.5,220411.25,46806.25,21427.5,27274.75,139439.5,795677.75,428084.5,630567.25,1511796.5,52.631273455124415,28.3162780175771,1.8586932019262552,0.03247076342769149,34.923814150912506,2015,1,10,1,403882.125,16447.775
2015-01-11,97019.5,43132.75,9552.25,620424.5,19811.25,3252.5,245074.0,184685.5,39772.0,18218.0,21749.25,137690.25,793192.75,380365.75,629976.75,1440381.75,55.06823104361048,26.407287512494516,2.0853422002375344,0.03144758913721816,32.59771237729164,2015,1,11,1,424436.1818181818,16753.545454545456
2015-01-12,97835.25,41993.0,11670.5,621972.25,11025.0,3156.75,260996.0,319847.75,116508.5,33819.75,25220.0,24344.0,787652.75,494520.0,633642.75,1568388.75,50.22050496090335,31.530448047398963,1.5927621734206907,0.017399394217009506,44.4629719513099,2015,1,12,1,441870.0625,16276.166666666666
2015-01-13,97231.0,40001.25,8940.75,508998.75,50283.75,2135.5,266823.25,349167.75,165980.25,37937.5,27453.0,23065.25,707591.0,576150.75,517939.5,1578018.0,44.84048977895056,36.51103789690612,1.2281351712203794,0.09708421543442815,49.55401332557677,2015,1,13,1,447721.5576923077,18892.134615384617
2015-01-14,96694.0,39135.0,8974.5,400045.75,18106.0,3017.0,269735.5,397912.0,217210.0,35094.5,28666.5,24753.0,565972.25,674969.5,409020.25,1539343.75,36.76711260886336,43.84787348504842,0.8385152958763322,0.04426675696374446,57.48277472137071,2015,1,14,1,444957.1785714286,18835.98214285714
2015-01-15,97259.75,39645.75,12271.25,536748.75,17155.0,3321.25,264059.0,380706.75,174614.5,36535.5,29153.0,145820.0,706401.75,737676.75,549020.0,1737290.5,40.661118563648394,42.461335625792,0.9576033811557705,0.03124658482386798,47.16426239595508,2015,1,15,1,451894.7,18723.916666666668
2015-01-16,96885.25,39171.25,10403.25,257051.5,22817.75,3271.0,268893.0,413406.75,241881.5,36610.25,28506.75,200534.25,429600.0,892432.75,267454.75,1619432.5,26.527811440118683,55.10774607771549,0.4813808099265743,0.08531443169358555,57.06821679816849,2015,1,16,1,440367.203125,18979.78125
2015-01-17,97477.75,39532.75,11518.5,122733.0,21405.5,3225.5,270262.0,430839.75,229075.0,30315.25,27817.75,162602.5,295893.0,852832.5,134251.5,1446805.25,20.451474032182286,58.94590858030132,0.34695324111123815,0.15944328368770555,64.29177320168004,2015,1,17,1,422360.39705882355,19122.470588235294
2015-01-18,97890.5,38584.5,5238.5,126265.0,31259.0,3364.5,265666.5,424949.75,203581.75,35578.0,24383.75,151311.75,302602.0,815421.25,131503.5,1408073.5,21.490497477581957,57.910418028604326,0.3710989871799392,0.23770469987490828,63.505065609146115,2015,1,18,1,406201.68055555556,19796.722222222223
2015-01-19,97017.5,39067.75,481.25,32878.5,23682.0,3308.5,273062.25,454009.25,276538.5,79073.75,29304.0,241982.0,196435.5,1051603.5,33359.75,1550405.25,12.6699454868332,67.82765344738092,0.18679616414361497,0.7098974063055029,64.73210794403592,2015,1,19,1,386578.4210526316,20001.21052631579
2015-01-20,97555.75,41197.25,1281.75,15892.0,10790.75,3259.5,273777.25,469374.75,287675.25,93643.75,35436.0,258606.25,169977.0,1109300.0,17173.75,1588490.25,10.700537821997964,69.83360458145714,0.15322906337329847,0.6283281170390859,64.89352075028474,2015,1,20,1,368108.1875,19540.6875
2015-01-21,97672.0,42070.0,2322.25,45236.5,22120.75,3344.75,273968.75,455153.75,299765.0,92048.5,29634.5,251168.5,212766.25,1098135.75,47558.75,1614505.25,13.178417970458753,68.0168584152947,0.19375222963099054,0.4651247141693169,63.727727116403,2015,1,21,1,352843.9285714286,19663.54761904762
2015-01-22,97424.75,40761.5,1289.0,63024.5,12118.0,3343.75,274210.5,440998.5,320655.5,87350.5,36052.0,246308.75,217961.5,1095313.25,64313.5,1623537.25,13.425100040051438,67.46462084562582,0.198994671159141,0.18842078257286574,63.80294015428349,2015,1,22,1,339728.9090909091,19320.56818181818
2015-01-23,96673.75,39414.0,4399.0,31449.0,7013.0,3329.75,274205.25,443102.25,330013.25,73693.25,35249.5,235487.5,182278.5,1082296.25,35848.0,1574029.5,11.58037381129134,68.75959122748336,0.16841830506203823,0.19563155545637134,66.53755536347953,2015,1,23,1,326516.6956521739,18785.456521739132
2015-01-24,96977.0,36880.75,11741.25,142059.0,9833.5,3314.5,272426.75,440764.25,254449.0,38135.25,23025.0,167761.5,300806.0,901110.0,153800.25,1497367.75,20.08898615587253,60.17960517715171,0.3338171810322824,0.06393682715080112,64.62273546361607,2015,1,24,1,319320.1770833333,18412.458333333332
2015-01-25,97662.75,33328.75,8604.25,107670.75,11570.0,3198.25,267070.25,430662.25,224340.25,34158.75,23280.75,162787.0,262034.75,851948.25,116275.0,1404334.0,18.659004909088576,60.66564293109759,0.30757120517590125,0.09950548269189421,65.6590775413826,2015,1,25,1,311198.37,18138.76
2015-01-26,98079.5,33015.25,14427.25,204852.0,10595.0,3306.25,272757.0,416757.0,304283.5,57466.5,29058.25,234396.75,364275.25,1012903.75,219279.25,1678994.25,21.696039161539712,60.32800588804875,0.3596346148387742,0.04831738525191052,59.19004785156352,2015,1,26,1,307663.01923076925,17848.615384615383
2015-01-27,98047.25,34890.0,11132.25,266563.75,17572.5,3150.75,272870.25,394732.5,293353.0,50365.25,26024.5,240059.0,431356.5,978509.75,277696.0,1708761.0,25.24381701127308,57.26428388756531,0.440830047937693,0.06327962952293155,56.23698984234776,2015,1,27,1,306553.1296296296,17838.38888888889
2015-01-28,97333.0,35021.75,13715.0,412118.25,16580.0,3223.75,271213.25,375403.5,261068.0,49441.0,25567.5,198105.0,577991.75,884017.5,425833.25,1758790.0,32.86303367656173,50.262822736085596,0.6538238779209687,0.038935428363097525,51.60847798770746,2015,1,28,1,310813.1339285714,17793.446428571428
2015-01-29,97147.25,35600.0,10958.25,405875.0,27782.5,3091.0,270379.5,361412.5,236926.25,46946.0,35334.25,202850.0,580454.0,848134.75,416833.25,1734302.5,33.469017083236636,48.90350731778337,0.6843888898550614,0.06665135278915489,50.0903533264814,2015,1,29,1,314469.0,18137.896551724138
2015-01-30,97001.0,37945.5,1614.75,88741.5,13462.75,3310.5,264953.5,431751.25,305659.25,58158.75,32714.0,236388.0,242076.0,1031957.25,90356.25,1571700.75,15.402168638018402,65.65863444424774,0.23457948476063326,0.14899633395586914,63.775753749560785,2015,1,30,1,306998.575,17982.058333333334
2015-01-31,96732.5,36429.25,1974.5,131315.25,20211.75,3370.0,249181.25,415167.0,265512.25,42136.5,24233.75,190122.25,290033.25,912938.0,133289.75,1476386.25,19.644808396176813,61.83598634842339,0.317692165294905,0.15163769157043208,62.982197240051505,2015,1,31,1,301064.89166666666,18086.441666666666
2015-02-01,98474.75,32457.0,6004.0,114063.25,24681.0,3440.25,271631.25,422167.0,203939.75,39756.0,20531.75,155978.5,279120.25,821841.25,120067.25,1393124.5,20.035556764668197,58.992663613338216,0.33962793909407685,0.20555980086160047,64.44061532188975,2015,2,1,1,285002.13333333336,18650.508333333335
2015-02-02,98447.25,32058.75,8150.75,189803.5,20266.75,3406.75,273117.75,437696.75,294568.0,59962.25,28659.5,233172.25,352133.75,1025399.25,197954.25,1679310.25,20.968951389417175,61.06073907427171,0.34341135903893044,0.10238097944348253,59.868776481296415,2015,2,2,1,275961.8416666667,19084.908333333333
2015-02-03,98246.75,33587.25,7582.25,93829.75,27528.5,3382.0,271976.5,432664.25,330503.25,90401.25,25083.25,242037.25,264156.5,1095606.0,101412.0,1656822.25,15.943563046669611,66.12694874178567,0.24110537912351704,0.27145209639884826,62.47767375166527,2015,2,3,1,266323.30833333335,19336.441666666666
2015-02-04,97879.75,34923.75,2774.25,38859.5,31950.25,3332.0,273548.5,418455.25,349316.25,105697.0,24115.0,248121.75,209719.5,1121590.25,41633.75,1628973.25,12.874336641194079,68.8525885860925,0.1869840612469661,0.7674122556819888,63.92492939954661,2015,2,4,1,260132.13333333333,19517.375
2015-02-05,97081.25,33822.75,5602.0,112927.75,29039.0,3410.0,272496.5,419037.0,339374.25,87585.5,31225.0,245107.75,281882.75,1091104.5,118529.75,1676708.75,16.811670482425765,65.07418178619274,0.2583462445622761,0.2449933455524879,61.484008477918415,2015,2,5,1,260429.975,19389.1
2015-02-06,96877.0,32300.5,1745.25,172794.5,46342.0,3428.25,272426.5,425162.25,320107.25,62735.25,30115.0,230200.5,353487.5,1038205.25,174539.75,1694234.25,20.86414555720379,61.27873108455929,0.3404793994251137,0.2655097191327477,60.068198951827355,2015,2,6,1,258871.55833333332,20363.341666666667
2015-02-07,97028.25,31498.75,13894.5,251384.0,46831.25,3102.5,266636.25,370363.75,197408.75,54030.0,27405.5,159861.25,443739.25,781663.75,265278.5,1519444.75,29.204039830997473,51.44403901490989,0.5676855937095714,0.17653616859263002,54.915372868937816,2015,2,7,1,253285.34166666667,21637.775
2015-02-08,97401.0,29634.5,15964.0,396206.5,52428.5,2788.5,244010.25,305876.0,108919.25,46476.0,22993.5,146572.5,594423.0,607843.75,412170.5,1469270.5,40.45701591367961,41.37044540130629,0.977920723870238,0.1272010005568084,44.83895239168009,2015,2,8,1,245552.625,23157.933333333334
2015-02-09,96572.25,28714.5,17228.25,371386.0,15048.75,3144.5,270421.5,376337.5,238943.0,60929.25,27364.25,213573.25,532094.25,889783.0,388614.25,1719663.0,30.94177463840299,51.74170753223161,0.5980045134600234,0.038724133250389044,51.50439359339592,2015,2,9,1,237487.525,22977.058333333334
2015-02-10,97645.75,30728.75,10610.0,143115.5,24127.0,3334.75,272096.75,424264.5,323071.75,73138.75,22320.0,235290.5,309561.75,1055765.5,153725.5,1659744.0,18.65117451847996,63.61014108199819,0.293210708249133,0.1569485869292993,61.42109867545839,2015,2,10,1,221612.48333333334,23120.916666666668
2015-02-11,97220.5,30882.75,760.75,26261.75,28009.5,3273.25,272679.25,425961.0,363684.0,84644.25,28984.5,245278.75,186408.5,1119568.0,27022.5,1607640.25,11.595162537141006,69.64045594155782,0.16650038229031197,1.0365251179572579,66.07972461500637,2015,2,11,1,201391.80833333332,23687.066666666666
2015-02-12,96953.0,31503.25,824.75,22821.25,40587.0,3394.75,272747.5,427596.75,371705.5,68828.25,34890.5,240071.5,196084.0,1108202.0,23646.0,1611924.0,12.164593367925534,68.7502636600733,0.17693886132672562,1.7164425272773407,66.50746251063946,2015,2,12,1,184915.35833333334,23363.841666666667
2015-02-13,96844.25,32145.75,8094.0,83745.75,64533.0,3379.0,272253.25,425306.75,339556.0,56802.0,28420.0,233986.25,288741.75,1055651.0,91839.75,1645066.0,17.551985756194586,64.17073843845779,0.2735200838155792,0.7026695956816085,63.04403592317877,2015,2,13,1,174342.675,24911.408333333333
2015-02-14,97068.5,29681.25,10480.75,106553.0,67186.0,3372.0,271013.25,398623.0,263928.25,44114.0,25967.0,179617.0,314341.5,886282.25,117033.75,1497604.0,20.989627431550666,59.180013541630494,0.3546742586800085,0.5740737180514168,62.33720663139254,2015,2,14,1,159943.13333333333,26579.108333333334
2015-02-15,96376.75,27404.5,17464.25,181931.0,60939.25,2814.75,269052.75,380060.0,182137.25,38659.0,17545.25,148541.25,386930.5,749397.5,199395.25,1422926.0,27.19259469571854,52.66595030240504,0.5163221120967177,0.3056203695925555,58.418357665823805,2015,2,15,1,157674.48333333334,27849.825
2015-02-16,95810.75,27673.25,12911.25,196276.25,60863.0,2775.5,266339.25,386119.75,305146.0,53211.75,22502.5,213222.75,396310.0,957700.25,209187.5,1642852.0,24.123292907699536,58.29498031472099,0.41381423884978624,0.290949507021213,58.289182470484256,2015,2,16,1,160172.35,29165.075
2015-02-17,95982.25,30202.0,4633.5,62855.5,40311.25,3039.0,270188.25,418857.0,344595.75,65219.0,34787.25,240480.5,237023.5,1069152.25,67489.0,1611151.25,14.711436930579918,66.35952087055762,0.2216929347527445,0.5973010416512321,64.15542923111657,2015,2,17,1,158038.53333333333,29466.816666666666
2015-02-18,95458.25,32459.0,15271.25,112829.5,40083.75,3252.25,265235.5,422642.5,352509.5,61446.5,25792.25,233089.5,299354.0,1069688.0,128100.75,1660069.75,18.032615798221734,64.43632865426288,0.2798516950737037,0.31290800405149855,62.671312455395324,2015,2,18,1,161196.56666666668,30013.541666666668
2015-02-19,95072.25,32608.75,17781.25,221703.5,62936.75,3225.5,269745.75,404669.25,320790.75,59248.25,30235.75,223687.5,433328.0,1008395.75,239484.75,1741705.25,24.879525396159885,57.89703797470898,0.429720176825418,0.26280065849704415,57.13973417718067,2015,2,19,1,168606.93333333332,31751.741666666665
2015-02-20,95272.5,29757.25,12337.0,320161.75,79745.5,3012.5,266023.75,381130.0,276530.5,55250.75,21711.5,182648.0,540286.5,895559.25,332498.75,1723581.0,31.346742624802665,51.959220367363066,0.6032950918657811,0.23983699186839047,53.59099746400082,2015,2,20,1,178104.93333333332,33672.566666666666
2015-02-21,95416.0,27946.25,4134.5,274206.25,49620.25,2371.0,262397.25,315799.25,222901.0,34447.0,30717.75,165255.75,453694.25,738403.0,278340.75,1485212.25,30.547435223484047,49.71700172820417,0.6144263362960335,0.1782715969544524,53.93825023999095,2015,2,21,1,185239.175,34922.64166666667
2015-02-22,95626.25,28054.0,14439.0,135206.75,52145.75,2413.0,261822.25,363470.5,195215.75,33650.25,23431.25,166883.5,327884.75,759220.0,149645.75,1372358.25,23.89206681272911,55.32228920546075,0.4318705381839256,0.3484612827293792,59.78821492128604,2015,2,22,1,189032.43333333332,36427.066666666666
2015-02-23,95516.25,28641.75,16934.75,354994.75,28046.25,2442.5,261923.25,360109.0,253738.75,53687.5,32132.75,198405.25,526576.25,865940.5,371929.5,1686572.75,31.221674250339927,51.34320473279318,0.6080974963060395,0.07540743608667771,51.926073156346206,2015,2,23,1,196303.40833333333,37034.15833333333
2015-02-24,95486.25,32121.5,18267.5,301874.25,50806.0,2429.0,265700.0,398854.25,283582.5,43762.75,25534.25,204075.0,500984.5,930274.5,320141.75,1722493.25,29.084845470366865,54.00743950665699,0.5385340563457345,0.15869845154529205,55.044439216234956,2015,2,24,1,203098.96666666667,38342.025
2015-02-25,95745.5,31560.0,7703.0,107150.75,72248.25,2425.0,266781.0,419474.75,302799.0,54238.5,25690.75,239301.5,316832.5,1015813.75,114853.75,1625118.0,19.495968908103904,62.507076409220744,0.3119001883957566,0.6290456341216547,60.86048828454304,2015,2,25,1,199618.11666666667,40397.13333333333
2015-02-26,95407.5,31472.25,10017.0,158760.75,106263.0,2465.25,267122.5,431258.75,303458.5,44370.5,28883.25,214236.0,404385.75,993323.75,168777.75,1693715.25,23.875663279290897,58.64762391435042,0.40710367591633645,0.6296031319294161,59.15042389799584,2015,2,26,1,195987.50833333333,43353.48333333333
2015-02-27,94913.5,30837.25,5551.75,136599.0,65844.25,2534.75,267743.25,429540.75,320660.25,43079.25,35341.5,223579.75,336280.5,1016860.0,142150.75,1656225.25,20.304031713077674,61.39623822303156,0.3307048167889385,0.46320015898614675,61.461703352246325,2015,2,27,1,186531.425,44995.625
2015-02-28,95468.5,31476.75,15598.5,177401.75,82592.5,2506.0,261691.75,428260.5,177809.25,39984.5,23632.0,153534.5,405044.0,799588.75,193000.25,1489956.5,27.184954728544085,53.6652412335528,0.5065654062791654,0.42793986018152824,58.240727162168824,2015,2,28,1,179070.325,46822.625
2015-03-01,96327.75,29791.5,19627.0,434905.25,36689.25,1912.25,243303.75,372489.75,61450.5,37809.25,26811.25,156072.25,619253.0,627821.75,454532.25,1517189.75,40.81579116916655,41.38056891038184,0.9863516197073453,0.08071869487808621,44.638055325644004,2015,3,1,1,191209.525,47596.84166666667
2015-03-02,96179.75,32811.0,18369.25,483546.25,65600.25,2168.75,263067.75,406073.0,171471.0,49582.0,32483.75,164171.75,698675.25,791297.75,501915.5,1785524.5,39.129972733502115,44.317384051577,0.8829486119479045,0.13069978910792754,47.07926158392114,2015,3,2,1,203497.05,49109.791666666664
2015-03-03,95826.0,36694.75,15562.5,423001.75,101145.5,2540.5,261889.25,400688.25,186193.5,47628.75,30890.25,172452.5,674771.0,806963.0,438564.25,1774513.5,38.0256898580935,45.47516826442853,0.8361857978618599,0.2306286935152603,47.831194296352216,2015,3,3,1,214113.61666666667,51658.60833333333
2015-03-04,95813.75,34798.0,18913.75,362957.25,70461.0,2737.75,264458.5,434514.25,217247.0,43562.75,28395.75,173240.5,585681.5,868564.5,381871.0,1747100.25,33.523061999447364,49.71463429187878,0.6743097375036626,0.1845151896844746,52.44231119536501,2015,3,4,1,220244.175,53331.75
2015-03-05,95492.0,34738.5,11666.0,161206.0,68652.5,2936.0,265961.75,438038.75,311562.5,42947.75,31322.75,210794.75,374691.0,1003343.75,172872.0,1675319.25,22.365349171508655,59.88970460406278,0.37344230230167874,0.39712908973113054,60.61907305130052,2015,3,5,1,222626.175,54702.55
2015-03-06,95660.25,35833.75,16065.0,119917.25,65593.75,3095.5,265357.5,426124.5,328365.5,40170.5,34283.5,203996.25,336165.5,998656.75,135982.25,1634463.25,20.567333037313627,61.09998190537475,0.33661766167404367,0.48236994166518055,62.39647786513402,2015,3,6,1,225771.125,55824.0
2015-03-07,95455.5,33823.5,20235.0,242499.5,114555.75,2186.75,248187.75,396709.25,158838.0,29638.75,25718.75,137104.75,508756.0,722290.75,262734.5,1504953.25,33.80543548445774,47.994231714506746,0.7043645512558482,0.4360133518818427,53.40597789333324,2015,3,7,1,230577.95,58674.558333333334
2015-03-08,95487.5,31295.5,18338.75,190871.75,134966.5,1923.25,234835.75,402762.5,113141.75,29992.5,19062.5,133404.75,472883.25,679301.5,209210.5,1406083.0,33.63124723078225,48.31162171792134,0.6961316146070633,0.645122974229305,53.392296187351675,2015,3,8,1,231733.64166666666,61628.708333333336
2015-03-09,95469.25,31024.25,8102.25,64613.5,118812.25,2207.5,238260.5,424122.0,299322.25,40696.25,31140.75,213553.25,320229.0,977693.75,72715.75,1567324.0,20.431576368383308,62.37981106650571,0.3275350793640647,1.6339273128586311,61.359664625820834,2015,3,9,1,225314.88333333333,64028.075
2015-03-10,95487.25,31943.75,16433.5,128493.75,97028.75,2192.75,239012.75,417759.25,334352.0,37159.5,22352.75,214986.75,371579.75,1004257.5,144927.25,1637202.75,22.696013062523868,61.33983710936229,0.37000445602845883,0.6694996972619021,60.53764568866013,2015,3,10,1,216406.775,65514.75
2015-03-11,95021.0,31882.25,5509.75,124819.0,114653.25,2015.0,240035.5,416777.75,314527.75,49298.25,22891.0,211665.5,373900.25,992269.25,130328.75,1629096.0,22.951394515731423,60.909194424392425,0.37681329941444824,0.8797233918072567,59.624540235811764,2015,3,11,1,207797.25833333333,68834.9
2015-03-12,93280.75,31626.25,5135.5,65247.0,104666.5,1408.25,240263.25,416405.5,336124.25,41251.75,23367.75,220004.0,301364.25,1013785.5,70382.5,1578780.75,19.088416805183368,64.21319109699051,0.2972662856195911,1.487109721876887,62.88352578405836,2015,3,12,1,205019.15833333333,71519.55
2015-03-13,93673.5,31801.75,16207.75,138819.5,85051.75,1415.5,238941.0,407048.25,296920.0,47762.75,37484.25,215757.5,366969.75,967488.5,155027.25,1610883.5,22.780651114745417,60.05949530180178,0.37930140771699095,0.5486245160125075,58.53367111898533,2015,3,13,1,209285.98333333334,73420.95833333333
2015-03-14,94425.25,32238.75,17424.25,128219.75,41483.75,2242.75,238919.25,387968.0,254355.75,48536.0,27993.75,180213.0,316034.5,871072.75,145644.0,1454020.25,21.735219987479542,59.907882988562235,0.36281068372303005,0.28482979044794154,60.60734023477321,2015,3,14,1,213352.58333333334,73450.85
2015-03-15,94404.75,30331.75,19743.5,215616.0,63374.0,2839.25,233095.0,365408.5,128341.25,41167.25,21073.5,133293.5,426309.25,668210.5,235359.5,1348688.25,31.60917654617366,49.545215508476474,0.6379864578602102,0.2692646780775792,53.892717609128724,2015,3,15,1,218136.575,73412.21666666666
2015-03-16,93805.75,30040.0,21364.25,315808.0,117277.0,2345.25,236451.5,346734.75,207643.5,52932.25,35614.0,175325.0,580640.25,782635.5,337172.25,1635341.25,35.50575453288419,47.85762604593995,0.7419037981282475,0.34782518430861376,48.358698834264715,2015,3,16,1,225474.525,75081.91666666667
2015-03-17,94095.5,31362.0,12501.25,178212.0,131458.75,1952.25,237540.0,386895.25,257908.0,50008.75,32095.25,194087.25,449581.75,888899.25,190713.25,1608116.25,27.95704290656848,55.27580795231688,0.505773573326786,0.6893005598719544,54.86812598280753,2015,3,17,1,225185.125,77432.56666666667
2015-03-18,94861.5,32604.0,2474.25,115569.0,149835.5,2098.0,237125.5,427487.25,284444.75,48318.25,23937.5,207344.75,397442.25,967595.0,118043.25,1626100.25,24.44143588318125,59.50401889428404,0.41075269095024264,1.26932713221637,58.36402152942293,2015,3,18,1,222146.98333333334,80398.31666666667
2015-03-19,94731.25,32809.25,5836.0,42162.75,135883.25,2419.75,237845.75,434289.0,323672.5,37840.25,36574.0,224339.0,313842.25,1020140.75,47998.75,1608402.75,19.512665593241493,63.42570292173399,0.30764602825639503,2.830974764967838,61.91280448880108,2015,3,19,1,221497.30833333332,83584.05
2015-03-20,95396.75,32165.0,6804.0,26563.5,123324.75,2666.0,237210.75,431248.25,312790.25,52417.5,32213.25,215854.0,286920.0,1012310.0,33367.5,1568654.0,18.290840427525765,64.53367026763071,0.28343096482302854,3.6959541469993256,62.55358096814212,2015,3,20,1,218339.53333333333,86358.75
2015-03-21,95770.75,31723.75,16949.25,136436.0,75308.75,2649.5,228853.25,420486.25,215363.5,37715.5,27863.0,141038.5,358838.0,814603.75,153385.25,1430158.0,25.090794164001462,56.95900383034602,0.4405061970313788,0.4909777830658424,60.462060835236386,2015,3,21,1,215469.55,86771.15
2015-03-22,96167.75,33745.5,5133.5,137065.5,87079.75,2493.75,211994.5,396392.75,158132.25,36609.0,32882.0,132588.75,361685.75,723722.75,142199.0,1330285.0,27.188591166554538,54.40358644952021,0.4997573311050399,0.6123794822748402,57.620697820391875,2015,3,22,1,209126.225,87015.625
2015-03-23,95271.0,32382.25,15134.0,54606.5,113187.5,2808.5,218747.0,397491.75,308771.5,53570.75,33998.5,198713.0,313389.75,958547.0,69740.5,1524682.25,20.554430275554136,62.86864033473204,0.32694249734233166,1.622980907793893,60.66905087928976,2015,3,23,1,202172.88333333333,89134.53333333334
2015-03-24,95451.5,34454.75,1422.5,20841.75,117004.25,2599.25,218375.75,413611.25,346743.25,66248.0,29028.75,207476.75,271774.0,1034079.25,22264.25,1553257.75,17.497031642043957,66.57486498940695,0.2628173807761833,5.255252254174293,63.01145125462918,2015,3,24,1,197926.83333333334,91296.48333333334
2015-03-25,95668.0,33655.0,8023.75,128680.75,97623.75,2286.75,202798.5,387404.5,335265.75,46447.75,24689.25,188347.25,365938.0,957465.25,136704.5,1550891.0,23.595339711172482,61.73646310411242,0.38219454961942484,0.7141224319609084,59.67335873378593,2015,3,25,1,190086.0,93615.73333333334
2015-03-26,95189.0,33596.5,12772.75,109214.0,38510.5,2087.5,216036.25,395937.0,340923.0,74376.5,42799.0,205473.75,291370.25,1016710.25,121986.75,1566915.75,18.595144633653724,64.88608273929214,0.2865814031087028,0.31569412251740453,60.81349619467416,2015,3,26,1,183480.83333333334,93205.88333333333
2015-03-27,95244.25,34146.0,8522.0,210946.0,76243.75,2426.0,227273.0,400329.75,288594.5,43383.75,28112.0,175148.5,427528.0,907456.5,219468.0,1590369.5,26.882306281653413,57.05947580106384,0.47112781714605606,0.34740258260885415,57.60908078279922,2015,3,27,1,186967.975,93339.06666666667
2015-03-28,94731.0,31772.5,17147.25,185383.75,115419.0,2473.5,226674.5,402325.75,144951.75,29136.25,22163.75,92508.25,446927.0,668922.0,202531.0,1364687.25,32.7494083351332,49.0165054300903,0.6681302154810277,0.5698831290024737,56.712774300485336,2015,3,28,1,188093.08333333334,93644.26666666666
2015-03-29,90711.0,29397.0,21215.5,462892.25,37867.5,2040.0,199451.5,260208.5,68187.25,26390.75,33471.0,92046.25,644123.25,446832.75,484107.75,1323878.5,48.654257169370155,33.751794443372255,1.4415309755160068,0.07822122244479664,39.871275951682875,2015,3,29,1,199491.65,92711.70833333333
2015-03-30,94919.0,39090.5,27639.5,495187.0,90401.75,2327.75,223267.0,268727.25,114732.75,31462.75,29037.5,128731.5,749565.5,543654.25,522826.5,1545524.25,48.49910960633584,35.17604139825046,1.3787540518629258,0.17290965549756945,39.25703527460019,2015,3,30,1,210485.85833333334,92972.01666666666
2015-03-31,95405.0,43001.25,21807.25,587563.25,69416.75,2204.0,233413.5,294732.5,99733.0,45854.25,20983.75,141181.0,819397.5,581500.75,609370.5,1655295.5,49.50158446029727,35.12972457183627,1.4091082427666688,0.11391550788887878,37.931535487168304,2015,3,31,1,215647.13333333333,94062.93333333333
